lead_id,empresa,setor,canal_origem,dia_chegada,orcamento_declarado,urgencia_declarada,tamanho_funcionarios,fit_real
11498,Treino_0089,industria,outbound,5,26147.74,0.53,426,0.1071
12699,Treino_0090,industria,inbound,5,70564.53,0.833,320,0.7778
17969,Treino_0091,industria,inbound,5,61302.89,0.412,261,0.5274
10725,Treino_0092,servicos,inbound,5,33687.08,0.231,303,0.1188
17774,Treino_0093,servicos,outbound,5,59744.84,0.132,198,0.2679
18416,Treino_0094,servicos,inbound,5,49187.64,0.908,449,0.99
14757,Treino_0095,saude,inbound,6,54306.13,0.243,169,0.4451
11814,Treino_0096,servicos,outbound,6,33392.64,0.632,38,0.4263
10169,Treino_0097,saude,outbound,6,53764.77,0.153,323,0.6778
10392,Treino_0098,saude,inbound,6,72222.3,0.684,401,0.385
16242,Treino_0099,servicos,inbound,6,34629.79,0.016,14,0.1028
12203,Treino_0100,tecnologia,inbound,6,77622.05,0.714,468,0.7272
15649,Treino_0101,servicos,inbound,6,19083.34,0.891,232,0.4298
13946,Treino_0102,servicos,inbound,6,38105.94,0.762,202,0.5676
19052,Treino_0103,tecnologia,inbound,6,93713.8,0.756,273,0.5317
11081,Treino_0104,varejo,outbound,6,39758.17,0.618,396,0.3308
10661,Treino_0105,tecnologia,indicacao,6,60187.55,0.441,74,0.31
19135,Treino_0106,saude,inbound,6,74896.85,0.054,205,0.6047
15198,Treino_0107,servicos,inbound,6,72236.63,0.106,292,0.1958
16958,Treino_0108,saude,inbound,6,53931.33,0.967,97,0.6556
12692,Treino_0109,saude,outbound,6,24942.7,0.431,124,0.4207
19744,Treino_0110,industria,indicacao,7,70413.22,0.551,414,0.9871
15735,Treino_0111,varejo,inbound,7,36085.42,0.986,280,0.575
12630,Treino_0112,tecnologia,inbound,7,77750.32,0.265,102,0.2741
12490,Treino_0113,servicos,outbound,7,53932.24,0.351,87,0.1963
14674,Treino_0114,servicos,inbound,7,77541.59,0.431,353,0.5055
12510,Treino_0115,saude,inbound,7,51454.58,0.567,97,0.2095
16243,Treino_0116,industria,outbound,7,58213.24,0.271,236,0.4504
18555,Treino_0117,industria,indicacao,7,58240.82,0.059,363,0.4133
17724,Treino_0118,industria,inbound,7,89484.21,0.986,415,0.8945
18524,Treino_0119,servicos,indicacao,7,37069.26,0.657,40,0.6894
14344,Treino_0120,tecnologia,inbound,7,33577.41,0.19,294,0.1552
16580,Treino_0121,saude,inbound,8,41508.9,0.256,62,0.01
15924,Treino_0122,varejo,indicacao,8,79919.87,0.661,79,0.7668
12336,Treino_0123,industria,indicacao,8,15754.69,0.308,122,0.1969
19934,Treino_0124,servicos,inbound,8,49860.48,0.627,359,0.2863
13372,Treino_0125,industria,outbound,8,59060.48,0.11,265,0.5322
14161,Treino_0126,servicos,indicacao,8,39993.12,0.151,95,0.339
13350,Treino_0127,tecnologia,inbound,8,46028.1,0.95,190,0.2133
11034,Treino_0128,servicos,outbound,8,58403.82,0.954,110,0.368
13955,Treino_0129,servicos,inbound,8,39016.44,0.572,420,0.3628
19235,Treino_0130,industria,inbound,8,27418.45,0.098,478,0.3015
10700,Treino_0131,varejo,inbound,8,50534.36,0.246,166,0.4388
16024,Treino_0132,varejo,inbound,8,37480.79,0.956,166,0.5884
17271,Treino_0133,tecnologia,inbound,8,35934.93,0.455,457,0.4262
11364,Treino_0134,industria,inbound,8,47403.6,0.929,282,0.5171
13488,Treino_0135,varejo,inbound,8,41162.98,0.96,170,0.2735
12513,Treino_0136,saude,outbound,8,51899.62,0.311,467,0.5095
12198,Treino_0137,industria,inbound,8,32568.91,0.323,144,0.2516
11735,Treino_0138,servicos,inbound,8,60479.97,0.504,275,0.9008
16336,Treino_0139,servicos,inbound,8,75919.5,0.133,341,0.4892
19186,Treino_0140,saude,inbound,8,55109.34,0.333,369,0.6149
11146,Treino_0141,tecnologia,inbound,9,55800.95,0.572,258,0.4144
10513,Treino_0142,tecnologia,inbound,9,22000.33,0.941,66,0.3974
16679,Treino_0143,tecnologia,inbound,9,34579.03,0.62,36,0.3289
13252,Treino_0144,varejo,indicacao,9,45429.18,0.925,46,0.5843
18277,Treino_0145,industria,inbound,9,74573.1,0.241,154,0.2857
14104,Treino_0146,saude,inbound,9,45051.31,0.698,242,0.4156
17714,Treino_0147,servicos,outbound,9,84225.34,0.421,25,0.1987
14131,Treino_0148,saude,inbound,9,54152.43,0.354,446,0.653
19910,Treino_0149,saude,indicacao,9,17886.39,0.569,207,0.3815
19552,Treino_0150,varejo,inbound,9,30993.46,0.49,127,0.5239
18712,Treino_0151,tecnologia,outbound,9,28067.15,0.566,228,0.205
19811,Treino_0152,saude,inbound,9,48303.41,0.725,218,0.4194
12397,Treino_0153,servicos,outbound,9,51505.45,0.7,289,0.7321
19462,Treino_0154,varejo,outbound,9,26873.98,0.761,184,0.5452
10939,Treino_0155,varejo,outbound,9,38145.83,0.629,412,0.4801
12948,Treino_0156,saude,outbound,9,48634.41,0.572,319,0.6946
15352,Treino_0157,varejo,indicacao,9,52438.01,0.053,485,0.3288
13712,Treino_0158,industria,inbound,9,16200.35,0.923,482,0.4587
15229,Treino_0159,tecnologia,inbound,9,71650.94,0.943,285,0.7945
18869,Treino_0160,varejo,inbound,9,99780.53,0.485,397,0.8751
18715,Treino_0161,servicos,outbound,9,42301.5,0.051,56,0.01
17854,Treino_0162,saude,outbound,9,5000.0,0.294,174,0.01
13152,Treino_0163,servicos,indicacao,9,44449.58,0.186,30,0.0367
15108,Treino_0164,servicos,inbound,10,47721.34,0.013,152,0.0125
10704,Treino_0165,saude,inbound,10,64056.8,0.456,200,0.4
12089,Treino_0166,saude,inbound,10,58977.83,0.923,343,0.811
17141,Treino_0167,saude,inbound,10,48670.68,0.684,382,0.5035
10204,Treino_0168,servicos,indicacao,10,32927.85,0.732,497,0.6859
17107,Treino_0169,tecnologia,inbound,10,45786.1,0.276,196,0.01
11870,Treino_0170,varejo,inbound,10,49306.92,0.78,420,0.8171
15842,Treino_0171,varejo,inbound,10,64443.88,0.814,475,0.7639
10380,Treino_0172,saude,outbound,10,73139.73,0.017,377,0.3062
12727,Treino_0173,saude,inbound,10,55453.61,0.62,161,0.3761
11562,Treino_0174,saude,inbound,10,49690.62,0.213,94,0.1489
10559,Treino_0175,tecnologia,inbound,10,57037.22,0.478,479,0.497
14221,Treino_0176,saude,outbound,10,7912.61,0.497,169,0.1882
11000,Treino_0177,saude,inbound,10,57632.09,0.379,64,0.0444
15814,Treino_0178,varejo,outbound,10,56817.75,0.445,445,0.5324
17311,Treino_0179,tecnologia,inbound,10,91251.17,0.574,319,0.6507
17438,Treino_0180,tecnologia,outbound,10,19216.71,0.239,444,0.096
14561,Treino_0181,industria,inbound,10,78167.85,0.69,274,0.6771
17713,Treino_0182,saude,outbound,10,38752.7,0.903,341,0.9213
14451,Treino_0183,servicos,outbound,10,73550.24,0.172,367,0.5736
17715,Treino_0184,varejo,outbound,10,54407.32,0.249,260,0.5613
18192,Treino_0185,saude,indicacao,10,61944.55,0.099,289,0.4236
15534,Treino_0186,tecnologia,indicacao,11,93196.27,0.904,440,0.4325
16417,Treino_0187,servicos,inbound,11,40057.07,0.705,227,0.264
18425,Treino_0188,varejo,outbound,11,36505.52,0.607,82,0.337
10549,Treino_0189,industria,inbound,11,68125.38,0.122,349,0.6427
16324,Treino_0190,varejo,inbound,11,54420.09,0.358,435,0.4125
11357,Treino_0191,servicos,inbound,11,54609.3,0.784,189,0.3212
17879,Treino_0192,industria,inbound,11,56519.88,0.529,126,0.0628
14616,Treino_0193,tecnologia,indicacao,11,70932.52,0.931,38,0.6663
12102,Treino_0194,tecnologia,inbound,11,24762.14,0.313,427,0.363
13880,Treino_0195,industria,outbound,11,41218.4,0.623,434,0.1565
10253,Treino_0196,servicos,outbound,11,38445.85,0.211,144,0.0499
15491,Treino_0197,saude,inbound,11,66190.12,0.449,280,0.6783
11505,Treino_0198,varejo,inbound,11,61539.55,0.772,186,0.3555
17291,Treino_0199,servicos,indicacao,11,82806.53,0.428,476,0.4064
12758,Treino_0200,saude,indicacao,11,30946.95,0.574,114,0.2233
10506,Treino_0201,industria,outbound,11,76479.09,0.029,134,0.491
19903,Treino_0202,varejo,outbound,11,31163.88,0.594,159,0.6254
12267,Treino_0203,tecnologia,inbound,11,37650.9,0.962,63,0.5015
18607,Treino_0204,varejo,inbound,12,52309.95,0.135,445,0.1187
17707,Treino_0205,servicos,inbound,12,80433.51,0.461,65,0.3993
16648,Treino_0206,tecnologia,inbound,12,56986.82,0.381,468,0.6288
19510,Treino_0207,industria,outbound,12,38692.42,0.171,234,0.4041
12364,Treino_0208,saude,outbound,12,41918.62,0.91,446,0.8181
15770,Treino_0209,servicos,inbound,12,53266.5,0.019,179,0.1153
16320,Treino_0210,servicos,outbound,12,39208.73,0.495,237,0.2664
19151,Treino_0211,varejo,inbound,12,59824.69,0.849,129,0.6944
16122,Treino_0212,industria,inbound,12,39190.7,0.587,468,0.5916
17862,Treino_0213,saude,outbound,12,45584.59,0.248,212,0.3258
11935,Treino_0214,saude,inbound,12,30859.35,0.867,348,0.2919
10348,Treino_0215,servicos,inbound,12,106257.1,0.598,257,0.7376
13893,Treino_0216,industria,inbound,12,52628.67,0.71,54,0.5546
15675,Treino_0217,industria,inbound,12,69195.26,0.292,393,0.4565
10918,Treino_0218,industria,inbound,12,14115.56,0.276,190,0.1924
16554,Treino_0219,saude,inbound,12,55730.83,0.746,188,0.3461
10256,Treino_0220,industria,indicacao,13,66323.94,0.694,26,0.3985
12504,Treino_0221,servicos,inbound,13,41155.45,0.747,497,0.5828
12492,Treino_0222,industria,inbound,13,57584.42,0.912,192,0.8068
15979,Treino_0223,industria,outbound,13,39068.99,0.617,152,0.1915
12204,Treino_0224,servicos,inbound,13,53731.89,0.858,486,0.7848
11824,Treino_0225,saude,indicacao,13,44957.72,0.624,47,0.5555
13062,Treino_0226,saude,indicacao,13,38667.07,0.748,156,0.462
10008,Treino_0227,tecnologia,inbound,13,74865.95,0.474,412,0.612
15362,Treino_0228,tecnologia,indicacao,13,59496.96,0.401,212,0.4411
14880,Treino_0229,servicos,inbound,13,50846.49,0.461,408,0.6888
16910,Treino_0230,varejo,inbound,13,74414.27,0.845,326,0.8144
19955,Treino_0231,varejo,inbound,13,80561.29,0.463,473,0.6223
19949,Treino_0232,servicos,inbound,13,66697.38,0.763,262,0.4283
12638,Treino_0233,industria,inbound,13,68644.61,0.397,395,0.2558
15257,Treino_0234,industria,indicacao,13,83062.09,0.907,279,0.6656
19038,Treino_0235,saude,outbound,13,36157.69,0.207,367,0.4313
13861,Treino_0236,tecnologia,outbound,14,19024.53,0.849,77,0.2009
18321,Treino_0237,varejo,inbound,14,41162.68,0.589,34,0.121
19249,Treino_0238,tecnologia,outbound,14,59121.36,0.615,98,0.4975
13837,Treino_0239,servicos,outbound,14,35845.4,0.299,13,0.177
15825,Treino_0240,tecnologia,inbound,14,34800.72,0.756,269,0.0232
19719,Treino_0241,servicos,inbound,14,58423.16,0.143,304,0.6846
17703,Treino_0242,industria,inbound,14,67609.77,0.181,425,0.6802
13382,Treino_0243,varejo,inbound,14,39114.29,0.249,127,0.1314
19216,Treino_0244,industria,inbound,14,46390.53,0.764,58,0.1882
19129,Treino_0245,varejo,indicacao,14,23071.78,0.357,244,0.3396
12465,Treino_0246,servicos,inbound,14,27489.61,0.512,301,0.5427
11839,Treino_0247,tecnologia,inbound,14,79188.05,0.266,409,0.444
15988,Treino_0248,varejo,inbound,14,59273.5,0.01,326,0.6501
18351,Treino_0249,tecnologia,inbound,14,14449.91,0.456,98,0.3422
10017,Treino_0250,industria,inbound,14,20857.77,0.382,68,0.2717
17791,Treino_0251,varejo,inbound,15,89751.99,0.875,43,0.7184
14464,Treino_0252,tecnologia,inbound,15,49486.22,0.557,128,0.2802
13094,Treino_0253,saude,inbound,15,44584.68,0.933,31,0.6278
16256,Treino_0254,varejo,indicacao,15,67560.93,0.139,370,0.7061
18515,Treino_0255,servicos,inbound,15,33156.74,0.437,439,0.276
15958,Treino_0256,saude,outbound,15,74169.28,0.406,279,0.4347
13183,Treino_0257,tecnologia,inbound,15,30430.73,0.618,144,0.3911
14223,Treino_0258,servicos,outbound,15,81893.48,0.543,354,0.8148
13991,Treino_0259,varejo,inbound,15,5951.48,0.63,271,0.6299
10046,Treino_0260,tecnologia,inbound,15,5000.0,0.236,111,0.0807
18304,Treino_0261,tecnologia,inbound,15,50229.29,0.829,9,0.206
19951,Treino_0262,saude,inbound,15,58208.15,0.198,118,0.1338
16098,Treino_0263,servicos,outbound,15,33202.08,0.589,454,0.7047
16742,Treino_0264,tecnologia,indicacao,15,28315.59,0.209,169,0.5228
16368,Treino_0265,tecnologia,inbound,15,71521.22,0.509,93,0.4364
19999,Treino_0266,saude,inbound,15,53759.45,0.352,156,0.4051
15128,Treino_0267,servicos,inbound,15,38469.96,0.577,202,0.4574
17050,Treino_0268,industria,outbound,15,46249.88,0.627,66,0.3855
11439,Treino_0269,saude,inbound,15,67243.83,0.074,74,0.2753
11432,Treino_0270,saude,inbound,15,42216.03,0.422,221,0.022
19204,Treino_0271,varejo,outbound,15,45701.06,0.737,75,0.9387
15309,Treino_0272,servicos,outbound,15,68186.87,0.123,49,0.2281
11907,Treino_0273,industria,inbound,16,50552.87,0.072,165,0.3552
18380,Treino_0274,varejo,outbound,16,34377.72,0.198,69,0.124
16115,Treino_0275,industria,inbound,16,72676.16,0.476,285,0.658
10118,Treino_0276,tecnologia,outbound,16,61779.28,0.161,291,0.4407
10673,Treino_0277,saude,inbound,16,50770.4,0.462,178,0.6332
15664,Treino_0278,tecnologia,outbound,16,65090.28,0.382,113,0.3141
15971,Treino_0279,servicos,indicacao,16,5000.0,0.311,332,0.6248
12670,Treino_0280,tecnologia,outbound,16,15425.9,0.016,275,0.01
14971,Treino_0281,saude,indicacao,16,41767.05,0.163,140,0.186
19541,Treino_0282,industria,outbound,16,52773.75,0.388,103,0.3983
17547,Treino_0283,industria,outbound,16,73531.25,0.564,118,0.3383
17936,Treino_0284,saude,outbound,16,50649.97,0.817,55,0.5173
15251,Treino_0285,tecnologia,outbound,16,65617.49,0.62,108,0.376
10032,Treino_0286,industria,outbound,16,60285.55,0.84,75,0.6851
11981,Treino_0287,varejo,inbound,16,30610.61,0.875,160,0.6871
17152,Treino_0288,saude,inbound,16,21526.64,0.699,237,0.5712
15801,Treino_0289,varejo,indicacao,16,66719.93,0.445,202,0.3597
16311,Treino_0290,saude,inbound,16,71003.57,0.501,346,0.5788
13780,Treino_0291,saude,outbound,16,54977.16,0.252,235,0.0797
17421,Treino_0292,varejo,outbound,16,49852.57,0.444,128,0.4938
14488,Treino_0293,varejo,outbound,16,78671.35,0.509,7,0.7646
19581,Treino_0294,saude,outbound,16,38982.02,0.081,456,0.0783
14802,Treino_0295,servicos,outbound,16,41787.57,0.544,315,0.5933
11984,Treino_0296,tecnologia,outbound,16,58252.46,0.174,283,0.01
16127,Treino_0297,tecnologia,outbound,16,61542.72,0.451,122,0.1269
10168,Treino_0298,tecnologia,inbound,16,44920.07,0.229,246,0.4217
18497,Treino_0299,varejo,indicacao,17,60478.74,0.271,416,0.0724
11778,Treino_0300,tecnologia,outbound,17,6036.66,0.798,173,0.2655
19406,Treino_0301,tecnologia,outbound,17,22124.58,0.377,375,0.8092
15230,Treino_0302,saude,inbound,17,72982.29,0.566,394,0.6471
14718,Treino_0303,servicos,outbound,17,40574.33,0.316,140,0.4559
18322,Treino_0304,tecnologia,outbound,17,23461.47,0.906,66,0.9734
15785,Treino_0305,servicos,inbound,17,31657.8,0.067,129,0.3603
10391,Treino_0306,industria,outbound,17,94505.18,0.895,91,0.8737
11187,Treino_0307,servicos,inbound,17,38944.55,0.253,145,0.01
11452,Treino_0308,servicos,inbound,17,25620.11,0.706,168,0.4008
14892,Treino_0309,servicos,inbound,17,77528.82,0.816,75,0.4581
19998,Treino_0310,servicos,indicacao,17,30019.57,0.469,114,0.2289
10356,Treino_0311,tecnologia,indicacao,17,38407.89,0.917,269,0.4081
13287,Treino_0312,servicos,inbound,17,7914.73,0.713,8,0.3515
10950,Treino_0313,tecnologia,inbound,18,76306.28,0.332,318,0.7207
17492,Treino_0314,servicos,inbound,18,14184.21,0.071,144,0.0374
10406,Treino_0315,servicos,inbound,18,53509.98,0.834,85,0.5122
17251,Treino_0316,saude,outbound,18,34479.9,0.106,49,0.0516
19340,Treino_0317,saude,inbound,18,103078.0,0.398,100,0.7448
19021,Treino_0318,industria,outbound,18,53857.18,0.416,494,0.6977
19159,Treino_0319,industria,outbound,18,55806.3,0.812,9,0.7987
11274,Treino_0320,saude,inbound,18,32801.89,0.714,18,0.3647
17640,Treino_0321,saude,inbound,18,43537.24,0.514,90,0.2643
17913,Treino_0322,tecnologia,indicacao,18,58225.39,0.312,210,0.4829
12069,Treino_0323,servicos,inbound,18,77993.47,0.015,99,0.1849
19487,Treino_0324,varejo,inbound,18,71162.87,0.522,97,0.3851
15370,Treino_0325,tecnologia,inbound,18,63516.16,0.208,178,0.4416
12391,Treino_0326,servicos,indicacao,18,91210.88,0.366,490,0.7063
15536,Treino_0327,saude,inbound,18,39078.02,0.63,129,0.4242
15422,Treino_0328,industria,inbound,18,51457.01,0.827,23,0.3609
13139,Treino_0329,industria,inbound,18,22738.87,0.897,414,0.6555
14664,Treino_0330,servicos,outbound,18,38616.06,0.935,244,0.7136
12754,Treino_0331,servicos,outbound,18,59125.46,0.439,259,0.5495
13437,Treino_0332,industria,inbound,18,58409.6,0.473,317,0.5856
13040,Treino_0333,servicos,inbound,19,60222.09,0.415,160,0.4256
12408,Treino_0334,tecnologia,inbound,19,27157.11,0.95,396,0.7631
14381,Treino_0335,saude,inbound,19,44640.95,0.042,119,0.3113
19618,Treino_0336,tecnologia,inbound,19,67750.9,0.476,13,0.279
10555,Treino_0337,varejo,inbound,19,5000.0,0.278,270,0.1009
18389,Treino_0338,industria,outbound,19,6602.19,0.295,310,0.5425
15038,Treino_0339,servicos,indicacao,19,60154.2,0.828,53,0.5244
16319,Treino_0340,saude,inbound,19,50746.2,0.7,321,0.4584
19658,Treino_0341,servicos,inbound,19,5000.0,0.178,396,0.2343
13606,Treino_0342,varejo,inbound,19,91148.61,0.688,181,0.8857
12189,Treino_0343,industria,outbound,19,71901.04,0.665,15,0.288
15267,Treino_0344,tecnologia,inbound,19,41750.39,0.283,37,0.3181
14965,Treino_0345,varejo,inbound,19,40708.92,0.863,129,0.7484
14848,Treino_0346,varejo,inbound,19,7229.39,0.435,89,0.3155
12308,Treino_0347,varejo,outbound,20,46530.54,0.641,402,0.8077
15771,Treino_0348,varejo,inbound,20,33921.7,0.811,424,0.8096
11716,Treino_0349,servicos,inbound,20,17087.32,0.009,407,0.3791
13383,Treino_0350,industria,inbound,20,35827.73,0.869,333,0.8564
19881,Treino_0351,industria,inbound,20,78849.85,0.217,182,0.5586
10664,Treino_0352,servicos,inbound,20,50682.85,0.427,366,0.5176
14950,Treino_0353,industria,inbound,20,80891.17,0.24,302,0.2951
15640,Treino_0354,saude,inbound,20,56961.11,0.615,231,0.313
12789,Treino_0355,industria,inbound,20,66135.95,0.167,336,0.5882
10164,Treino_0356,servicos,inbound,20,78214.38,0.509,399,0.6789
19672,Treino_0357,industria,inbound,20,69817.98,0.935,115,0.3637
11549,Treino_0358,saude,outbound,20,44062.11,0.849,21,0.2825
18478,Treino_0359,saude,indicacao,20,60199.69,0.128,435,0.4471
16462,Treino_0360,tecnologia,outbound,20,20596.21,0.708,75,0.3332
12147,Treino_0361,tecnologia,inbound,20,44242.58,0.452,342,0.3441
10048,Treino_0362,varejo,inbound,21,19358.97,0.363,323,0.1342
14490,Treino_0363,industria,inbound,21,41075.97,0.639,216,0.4069
10624,Treino_0364,tecnologia,outbound,21,14276.7,0.428,416,0.6349
16824,Treino_0365,servicos,outbound,21,46123.21,0.305,125,0.3519
16819,Treino_0366,industria,inbound,21,45589.95,0.067,181,0.1585
11862,Treino_0367,varejo,inbound,21,50158.36,0.329,300,0.3997
12053,Treino_0368,varejo,outbound,21,31353.59,0.507,156,0.5785
10064,Treino_0369,industria,indicacao,21,28645.15,0.261,53,0.3184
15597,Treino_0370,varejo,indicacao,21,53340.2,0.89,142,0.8021
11374,Treino_0371,servicos,outbound,21,73880.76,0.545,272,0.3374
16129,Treino_0372,servicos,indicacao,21,41971.09,0.448,367,0.1665
13784,Treino_0373,servicos,inbound,21,36290.83,0.44,391,0.3836
16233,Treino_0374,servicos,inbound,21,80584.51,0.26,111,0.2431
19041,Treino_0375,servicos,outbound,21,80154.31,0.973,111,0.7328
10773,Treino_0376,servicos,inbound,21,43143.25,0.558,74,0.2712
19674,Treino_0377,saude,inbound,21,26606.76,0.063,265,0.4537
17676,Treino_0378,tecnologia,inbound,21,48845.48,0.02,143,0.3258
16986,Treino_0379,saude,inbound,21,52950.81,0.864,304,0.5686
10743,Treino_0380,industria,indicacao,21,25088.28,0.731,463,0.4861
11684,Treino_0381,tecnologia,outbound,22,58869.25,0.61,275,0.5496
15678,Treino_0382,industria,indicacao,22,62245.2,0.986,235,0.8155
14800,Treino_0383,saude,outbound,22,52862.05,0.023,260,0.0654
11902,Treino_0384,tecnologia,inbound,22,57800.32,0.455,74,0.111
