repeticao,estado,leads_processados,negocios_fechados,taxa_conversao_pct,tempo_total_min,tempo_total_h,duracao_execucao_s
76,Estado C,2000,88,4.4,83073.8,1384.56,12.7
76,Estado D,2000,88,4.4,159285.4,2654.76,12.3
77,Estado A,2000,83,4.15,217486.6,3624.78,0.2
77,Estado B,2000,83,4.15,141683.1,2361.38,0.2
77,Estado C,2000,85,4.25,83776.2,1396.27,12.6
77,Estado D,2000,85,4.25,154872.6,2581.21,12.5
78,Estado A,2000,85,4.25,215346.0,3589.1,0.2
78,Estado B,2000,85,4.25,140888.0,2348.13,0.2
78,Estado C,2000,101,5.05,84952.0,1415.87,12.7
78,Estado D,2000,101,5.05,159591.9,2659.87,12.3
79,Estado A,2000,88,4.4,212485.3,3541.42,0.2
79,Estado B,2000,88,4.4,139111.2,2318.52,0.2
79,Estado C,2000,91,4.55,83275.5,1387.92,12.6
79,Estado D,2000,91,4.55,159075.8,2651.26,12.3
80,Estado A,2000,75,3.75,201655.2,3360.92,0.2
80,Estado B,2000,75,3.75,132033.1,2200.55,0.2
80,Estado C,2000,83,4.15,80185.0,1336.42,12.8
80,Estado D,2000,83,4.15,151843.0,2530.72,12.3
81,Estado A,2000,74,3.7,215115.7,3585.26,0.2
81,Estado B,2000,74,3.7,138731.6,2312.19,0.2
81,Estado C,2000,92,4.6,82935.6,1382.26,12.6
81,Estado D,2000,92,4.6,159298.9,2654.98,12.3
82,Estado A,2000,73,3.65,207448.5,3457.47,0.1
82,Estado B,2000,73,3.65,136691.3,2278.19,0.2
82,Estado C,2000,94,4.7,86195.2,1436.59,12.6
82,Estado D,2000,94,4.7,165351.4,2755.86,12.3
83,Estado A,2000,87,4.35,215579.9,3593.0,0.2
83,Estado B,2000,87,4.35,141030.3,2350.5,0.2
83,Estado C,2000,89,4.45,82625.7,1377.09,13.6
83,Estado D,2000,89,4.45,157192.1,2619.87,12.8
84,Estado A,2000,71,3.55,209170.8,3486.18,0.2
84,Estado B,2000,71,3.55,137083.0,2284.72,0.2
84,Estado C,2000,89,4.45,83779.5,1396.32,12.9
84,Estado D,2000,89,4.45,159807.1,2663.45,12.5
85,Estado A,2000,75,3.75,213601.4,3560.02,0.2
85,Estado B,2000,75,3.75,138593.9,2309.9,0.2
85,Estado C,2000,87,4.35,86105.2,1435.09,12.9
85,Estado D,2000,87,4.35,163267.7,2721.13,12.7
86,Estado A,2000,89,4.45,206099.3,3434.99,0.2
86,Estado B,2000,89,4.45,136175.9,2269.6,0.2
86,Estado C,2000,90,4.5,82901.1,1381.68,12.9
86,Estado D,2000,90,4.5,154223.1,2570.39,13.1
87,Estado A,2000,91,4.55,222095.0,3701.58,0.2
87,Estado B,2000,91,4.55,144532.6,2408.88,0.2
87,Estado C,2000,92,4.6,84460.6,1407.68,14.1
87,Estado D,2000,92,4.6,159360.9,2656.02,13.7
88,Estado A,2000,93,4.65,225507.3,3758.45,0.2
88,Estado B,2000,93,4.65,143452.3,2390.87,0.2
88,Estado C,2000,101,5.05,80936.8,1348.95,14.6
88,Estado D,2000,101,5.05,155835.5,2597.26,13.8
89,Estado A,2000,76,3.8,211496.7,3524.94,0.2
89,Estado B,2000,76,3.8,139452.1,2324.2,0.2
89,Estado C,2000,78,3.9,85188.6,1419.81,14.1
89,Estado D,2000,78,3.9,161083.8,2684.73,13.8
90,Estado A,2000,66,3.3,217633.8,3627.23,0.2
90,Estado B,2000,66,3.3,142636.1,2377.27,0.2
90,Estado C,2000,65,3.25,82640.3,1377.34,14.1
90,Estado D,2000,65,3.25,151992.8,2533.21,13.9
91,Estado A,2000,79,3.95,220971.1,3682.85,0.2
91,Estado B,2000,79,3.95,143066.2,2384.44,0.2
91,Estado C,2000,84,4.2,84121.3,1402.02,14.4
91,Estado D,2000,84,4.2,158550.5,2642.51,13.9
92,Estado A,2000,77,3.85,210253.9,3504.23,0.2
92,Estado B,2000,77,3.85,135713.7,2261.9,0.2
92,Estado C,2000,92,4.6,81798.0,1363.3,14.9
92,Estado D,2000,92,4.6,154264.3,2571.07,13.9
93,Estado A,2000,63,3.15,210819.9,3513.67,0.2
93,Estado B,2000,63,3.15,137915.9,2298.6,0.2
93,Estado C,2000,76,3.8,84534.0,1408.9,14.4
93,Estado D,2000,76,3.8,157910.3,2631.84,14.0
94,Estado A,2000,77,3.85,206378.3,3439.64,0.2
94,Estado B,2000,77,3.85,136674.4,2277.91,0.2
94,Estado C,2000,106,5.3,85406.7,1423.44,14.1
94,Estado D,2000,106,5.3,162151.5,2702.53,13.9
95,Estado A,2000,90,4.5,214428.1,3573.8,0.2
95,Estado B,2000,90,4.5,139394.4,2323.24,0.2
95,Estado C,2000,101,5.05,83070.9,1384.51,14.1
95,Estado D,2000,101,5.05,156327.0,2605.45,13.8
96,Estado A,2000,76,3.8,211951.1,3532.52,0.2
96,Estado B,2000,76,3.8,138440.4,2307.34,0.2
96,Estado C,2000,86,4.3,81787.1,1363.12,14.1
96,Estado D,2000,86,4.3,153745.4,2562.42,13.7
97,Estado A,2000,70,3.5,219467.6,3657.79,0.2
97,Estado B,2000,70,3.5,140303.0,2338.38,0.2
97,Estado C,2000,79,3.95,80915.6,1348.59,14.4
97,Estado D,2000,79,3.95,156243.7,2604.06,13.9
98,Estado A,2000,82,4.1,208490.2,3474.84,0.2
98,Estado B,2000,82,4.1,136118.7,2268.65,0.2
98,Estado C,2000,97,4.85,86779.9,1446.33,14.0
98,Estado D,2000,97,4.85,164873.2,2747.89,13.6
99,Estado A,2000,84,4.2,209942.8,3499.05,0.2
99,Estado B,2000,84,4.2,136967.3,2282.79,0.2
99,Estado C,2000,104,5.2,85968.5,1432.81,14.0
99,Estado D,2000,104,5.2,162169.3,2702.82,13.9
100,Estado A,2000,94,4.7,221183.1,3686.38,0.2
100,Estado B,2000,94,4.7,142981.3,2383.02,0.2
100,Estado C,2000,88,4.4,81935.7,1365.59,14.1
100,Estado D,2000,88,4.4,152445.1,2540.75,14.0
