repeticao,estado,leads_processados,negocios_fechados,taxa_conversao_pct,tempo_total_min,tempo_total_h,duracao_execucao_s
42,Estado D,2000,57,2.85,107404.6,1790.08,13.3
43,Estado A,2000,54,2.7,160270.8,2671.18,0.1
43,Estado B,2000,54,2.7,110594.7,1843.24,0.1
43,Estado C,2000,58,2.9,56192.7,936.54,14.5
43,Estado D,2000,58,2.9,104972.8,1749.55,12.4
44,Estado A,2000,50,2.5,152329.6,2538.83,0.1
44,Estado B,2000,50,2.5,106926.1,1782.1,0.1
44,Estado C,2000,72,3.6,56651.6,944.19,12.7
44,Estado D,2000,72,3.6,108272.0,1804.53,12.4
45,Estado A,2000,69,3.45,167804.9,2796.75,0.1
45,Estado B,2000,69,3.45,115715.9,1928.6,0.1
45,Estado C,2000,78,3.9,57918.5,965.31,12.6
45,Estado D,2000,78,3.9,112106.2,1868.44,12.6
46,Estado A,2000,61,3.05,156670.7,2611.18,0.1
46,Estado B,2000,61,3.05,108622.0,1810.37,0.1
46,Estado C,2000,76,3.8,54731.9,912.2,12.6
46,Estado D,2000,76,3.8,103667.8,1727.8,12.5
47,Estado A,2000,51,2.55,157184.9,2619.75,0.1
47,Estado B,2000,51,2.55,108499.9,1808.33,0.2
47,Estado C,2000,69,3.45,55794.9,929.91,12.6
47,Estado D,2000,69,3.45,106526.8,1775.45,12.8
48,Estado A,2000,55,2.75,156934.6,2615.58,0.2
48,Estado B,2000,55,2.75,110277.1,1837.95,0.1
48,Estado C,2000,68,3.4,57950.8,965.85,12.7
48,Estado D,2000,68,3.4,105547.6,1759.13,12.5
49,Estado A,2000,57,2.85,158470.5,2641.18,0.2
49,Estado B,2000,57,2.85,110091.4,1834.86,0.1
49,Estado C,2000,62,3.1,55710.6,928.51,12.7
49,Estado D,2000,62,3.1,104602.7,1743.38,12.3
50,Estado A,2000,56,2.8,163549.0,2725.82,0.1
50,Estado B,2000,56,2.8,113081.9,1884.7,0.1
50,Estado C,2000,63,3.15,55582.0,926.37,12.7
50,Estado D,2000,63,3.15,104033.0,1733.88,12.4
51,Estado A,2000,52,2.6,157394.4,2623.24,0.1
51,Estado B,2000,52,2.6,109520.9,1825.35,0.1
51,Estado C,2000,62,3.1,55870.2,931.17,12.8
51,Estado D,2000,62,3.1,107840.7,1797.34,12.4
52,Estado A,2000,51,2.55,159313.3,2655.22,0.1
52,Estado B,2000,51,2.55,110666.1,1844.43,0.1
52,Estado C,2000,64,3.2,56217.2,936.95,12.7
52,Estado D,2000,64,3.2,106373.6,1772.89,12.5
53,Estado A,2000,58,2.9,161766.4,2696.11,0.1
53,Estado B,2000,58,2.9,112756.4,1879.27,0.2
53,Estado C,2000,74,3.7,56234.9,937.25,12.7
53,Estado D,2000,74,3.7,106746.5,1779.11,12.6
54,Estado A,2000,49,2.45,164961.5,2749.36,0.1
54,Estado B,2000,49,2.45,113250.9,1887.51,0.2
54,Estado C,2000,66,3.3,56408.4,940.14,12.8
54,Estado D,2000,66,3.3,106409.9,1773.5,12.4
55,Estado A,2000,50,2.5,157133.3,2618.89,0.1
55,Estado B,2000,50,2.5,109070.1,1817.84,0.2
55,Estado C,2000,47,2.35,56341.8,939.03,12.7
55,Estado D,2000,47,2.35,105905.3,1765.09,12.5
56,Estado A,2000,65,3.25,162391.3,2706.52,0.1
56,Estado B,2000,65,3.25,111360.9,1856.02,0.2
56,Estado C,2000,68,3.4,55996.8,933.28,12.6
56,Estado D,2000,68,3.4,108446.1,1807.43,12.4
57,Estado A,2000,51,2.55,168771.2,2812.85,0.1
57,Estado B,2000,51,2.55,116569.1,1942.82,0.1
57,Estado C,2000,61,3.05,57105.5,951.76,12.5
57,Estado D,2000,61,3.05,105890.4,1764.84,12.6
58,Estado A,2000,53,2.65,173372.9,2889.55,0.1
58,Estado B,2000,53,2.65,117413.1,1956.89,0.2
58,Estado C,2000,68,3.4,58125.1,968.75,12.6
58,Estado D,2000,68,3.4,112038.9,1867.31,12.3
59,Estado A,2000,54,2.7,151661.1,2527.68,0.1
59,Estado B,2000,54,2.7,106920.4,1782.01,0.1
59,Estado C,2000,68,3.4,58429.3,973.82,12.7
59,Estado D,2000,68,3.4,110653.6,1844.23,12.4
60,Estado A,2000,63,3.15,171212.5,2853.54,0.2
60,Estado B,2000,63,3.15,115114.7,1918.58,0.1
60,Estado C,2000,61,3.05,55303.6,921.73,12.9
60,Estado D,2000,61,3.05,107590.0,1793.17,12.9
61,Estado A,2000,60,3.0,160171.5,2669.53,0.1
61,Estado B,2000,60,3.0,111219.7,1853.66,0.1
61,Estado C,2000,67,3.35,56775.3,946.25,12.7
61,Estado D,2000,67,3.35,108146.9,1802.45,13.3
62,Estado A,2000,42,2.1,160006.6,2666.78,0.5
62,Estado B,2000,42,2.1,110270.4,1837.84,0.2
62,Estado C,2000,57,2.85,54586.1,909.77,14.3
62,Estado D,2000,57,2.85,102399.1,1706.65,12.6
63,Estado A,2000,69,3.45,168836.3,2813.94,0.1
63,Estado B,2000,69,3.45,115741.5,1929.03,0.1
63,Estado C,2000,69,3.45,56711.1,945.18,12.7
63,Estado D,2000,69,3.45,108958.0,1815.97,12.4
64,Estado A,2000,50,2.5,162761.4,2712.69,0.1
64,Estado B,2000,50,2.5,111745.0,1862.42,0.1
64,Estado C,2000,60,3.0,56404.3,940.07,12.7
64,Estado D,2000,60,3.0,104217.6,1736.96,12.5
65,Estado A,2000,60,3.0,168576.5,2809.61,0.2
65,Estado B,2000,60,3.0,115500.0,1925.0,0.2
65,Estado C,2000,64,3.2,58210.3,970.17,13.0
65,Estado D,2000,64,3.2,110627.7,1843.79,12.5
66,Estado A,2000,48,2.4,160536.5,2675.61,0.1
66,Estado B,2000,48,2.4,110722.5,1845.37,0.1
66,Estado C,2000,61,3.05,58000.0,966.67,12.8
66,Estado D,2000,61,3.05,108873.9,1814.56,12.7
67,Estado A,2000,47,2.35,154558.3,2575.97,0.1
67,Estado B,2000,47,2.35,107454.3,1790.9,0.1
67,Estado C,2000,57,2.85,55452.3,924.2,12.6
67,Estado D,2000,57,2.85,106823.6,1780.39,12.3
68,Estado A,2000,63,3.15,167380.8,2789.68,0.1
68,Estado B,2000,63,3.15,113719.4,1895.32,0.1
68,Estado C,2000,67,3.35,56661.3,944.35,12.8
68,Estado D,2000,67,3.35,107623.2,1793.72,12.7
69,Estado A,2000,53,2.65,153836.5,2563.94,0.2
69,Estado B,2000,53,2.65,107991.6,1799.86,0.1
69,Estado C,2000,66,3.3,52623.7,877.06,12.9
69,Estado D,2000,66,3.3,98944.0,1649.07,12.6
70,Estado A,2000,55,2.75,156421.1,2607.02,0.1
70,Estado B,2000,55,2.75,108406.9,1806.78,0.1
70,Estado C,2000,63,3.15,53699.9,895.0,12.8
70,Estado D,2000,63,3.15,102988.4,1716.47,12.5
71,Estado A,2000,46,2.3,157251.3,2620.85,0.1
71,Estado B,2000,46,2.3,110803.8,1846.73,0.1
71,Estado C,2000,63,3.15,58626.1,977.1,12.8
71,Estado D,2000,63,3.15,108703.3,1811.72,12.5
72,Estado A,2000,46,2.3,156956.7,2615.95,0.1
72,Estado B,2000,46,2.3,109824.3,1830.4,0.1
72,Estado C,2000,54,2.7,55488.3,924.8,12.8
72,Estado D,2000,54,2.7,103879.8,1731.33,12.5
73,Estado A,2000,64,3.2,166452.7,2774.21,0.2
73,Estado B,2000,64,3.2,114345.8,1905.76,0.3
73,Estado C,2000,57,2.85,55065.2,917.75,12.6
73,Estado D,2000,57,2.85,103990.7,1733.18,12.3
74,Estado A,2000,62,3.1,162986.1,2716.44,0.1
74,Estado B,2000,62,3.1,113331.4,1888.86,0.1
74,Estado C,2000,71,3.55,57776.1,962.93,12.5
74,Estado D,2000,71,3.55,109036.3,1817.27,12.3
75,Estado A,2000,52,2.6,163008.4,2716.81,0.1
75,Estado B,2000,52,2.6,111765.5,1862.76,0.1
75,Estado C,2000,72,3.6,55557.7,925.96,12.5
75,Estado D,2000,72,3.6,106471.0,1774.52,12.3
76,Estado A,2000,47,2.35,157926.8,2632.11,0.1
76,Estado B,2000,47,2.35,109095.0,1818.25,0.2
76,Estado C,2000,60,3.0,56042.8,934.05,12.5
76,Estado D,2000,60,3.0,107282.3,1788.04,12.2
77,Estado A,2000,59,2.95,173487.3,2891.46,0.1
77,Estado B,2000,59,2.95,117603.9,1960.06,0.1
77,Estado C,2000,59,2.95,56986.8,949.78,12.6
77,Estado D,2000,59,2.95,104197.0,1736.62,12.2
78,Estado A,2000,58,2.9,165027.0,2750.45,0.1
78,Estado B,2000,58,2.9,113899.8,1898.33,0.2
78,Estado C,2000,64,3.2,55789.0,929.82,12.5
78,Estado D,2000,64,3.2,104492.7,1741.54,14.2
79,Estado A,2000,64,3.2,159863.7,2664.39,0.2
79,Estado B,2000,64,3.2,110392.1,1839.87,0.2
79,Estado C,2000,65,3.25,54971.6,916.19,14.8
79,Estado D,2000,65,3.25,103857.2,1730.95,12.8
80,Estado A,2000,48,2.4,155000.4,2583.34,0.1
80,Estado B,2000,48,2.4,107320.4,1788.67,0.1
80,Estado C,2000,59,2.95,53441.9,890.7,13.0
80,Estado D,2000,59,2.95,101549.4,1692.49,12.6
81,Estado A,2000,46,2.3,159662.4,2661.04,0.1
81,Estado B,2000,46,2.3,109849.1,1830.82,0.2
81,Estado C,2000,57,2.85,53885.8,898.1,12.7
81,Estado D,2000,57,2.85,102088.0,1701.47,12.5
82,Estado A,2000,56,2.8,155954.1,2599.24,0.1
82,Estado B,2000,56,2.8,108860.2,1814.34,0.1
82,Estado C,2000,65,3.25,57758.4,962.64,12.6
82,Estado D,2000,65,3.25,110254.0,1837.57,12.3
83,Estado A,2000,59,2.95,157254.2,2620.9,0.1
83,Estado B,2000,59,2.95,110117.0,1835.28,0.2
83,Estado C,2000,56,2.8,52909.8,881.83,12.8
83,Estado D,2000,56,2.8,99678.1,1661.3,12.4
84,Estado A,2000,49,2.45,154052.9,2567.55,0.1
84,Estado B,2000,49,2.45,107942.5,1799.04,0.1
84,Estado C,2000,62,3.1,54342.3,905.7,12.8
84,Estado D,2000,62,3.1,101867.6,1697.79,12.3
85,Estado A,2000,53,2.65,164502.5,2741.71,0.1
85,Estado B,2000,53,2.65,113111.7,1885.2,0.1
85,Estado C,2000,61,3.05,57949.8,965.83,12.5
85,Estado D,2000,61,3.05,109705.7,1828.43,12.3
86,Estado A,2000,67,3.35,156266.6,2604.44,0.1
86,Estado B,2000,67,3.35,109506.9,1825.12,0.1
86,Estado C,2000,61,3.05,56197.9,936.63,12.6
86,Estado D,2000,61,3.05,104238.2,1737.3,12.3
87,Estado A,2000,66,3.3,166057.8,2767.63,0.1
87,Estado B,2000,66,3.3,115196.7,1919.94,0.1
87,Estado C,2000,64,3.2,57450.0,957.5,12.5
87,Estado D,2000,64,3.2,107579.7,1792.99,12.4
88,Estado A,2000,60,3.0,160867.4,2681.12,0.1
88,Estado B,2000,60,3.0,109967.6,1832.79,0.1
88,Estado C,2000,62,3.1,53650.2,894.17,12.7
88,Estado D,2000,62,3.1,103271.5,1721.19,12.4
89,Estado A,2000,55,2.75,159353.3,2655.89,0.2
89,Estado B,2000,55,2.75,111687.0,1861.45,0.1
89,Estado C,2000,57,2.85,56819.4,946.99,12.5
89,Estado D,2000,57,2.85,105905.6,1765.09,12.2
90,Estado A,2000,41,2.05,162061.0,2701.02,0.1
90,Estado B,2000,41,2.05,112942.6,1882.38,0.1
90,Estado C,2000,46,2.3,56531.0,942.18,12.5
90,Estado D,2000,46,2.3,103407.2,1723.45,12.3
91,Estado A,2000,61,3.05,162909.0,2715.15,0.1
91,Estado B,2000,61,3.05,112433.3,1873.89,0.1
91,Estado C,2000,53,2.65,55333.5,922.22,12.6
91,Estado D,2000,53,2.65,103714.6,1728.58,12.2
92,Estado A,2000,51,2.55,160155.5,2669.26,0.2
92,Estado B,2000,51,2.55,108965.1,1816.09,0.1
92,Estado C,2000,59,2.95,54543.3,909.05,12.5
92,Estado D,2000,59,2.95,102217.9,1703.63,12.3
93,Estado A,2000,46,2.3,152576.2,2542.94,0.1
93,Estado B,2000,46,2.3,108253.3,1804.22,0.1
93,Estado C,2000,51,2.55,57686.1,961.43,12.6
93,Estado D,2000,51,2.55,106955.2,1782.59,12.4
94,Estado A,2000,49,2.45,155046.4,2584.11,0.1
94,Estado B,2000,49,2.45,109899.3,1831.65,0.2
94,Estado C,2000,71,3.55,56507.6,941.79,12.5
94,Estado D,2000,71,3.55,107598.1,1793.3,12.3
95,Estado A,2000,60,3.0,158064.8,2634.41,0.1
95,Estado B,2000,60,3.0,109582.9,1826.38,0.1
95,Estado C,2000,69,3.45,56996.6,949.94,12.5
95,Estado D,2000,69,3.45,107959.9,1799.33,12.3
96,Estado A,2000,48,2.4,159233.3,2653.89,0.1
96,Estado B,2000,48,2.4,110903.3,1848.39,0.1
96,Estado C,2000,57,2.85,52784.5,879.74,12.5
96,Estado D,2000,57,2.85,101006.6,1683.44,12.3
97,Estado A,2000,47,2.35,168054.9,2800.91,0.1
97,Estado B,2000,47,2.35,113931.8,1898.86,0.1
97,Estado C,2000,54,2.7,54373.1,906.22,12.5
97,Estado D,2000,54,2.7,106104.8,1768.41,12.2
98,Estado A,2000,65,3.25,161006.8,2683.45,0.1
98,Estado B,2000,65,3.25,111454.5,1857.58,0.1
98,Estado C,2000,64,3.2,57363.2,956.05,12.6
98,Estado D,2000,64,3.2,109363.2,1822.72,12.3
99,Estado A,2000,63,3.15,161185.6,2686.43,0.1
99,Estado B,2000,63,3.15,111612.5,1860.21,0.1
99,Estado C,2000,73,3.65,57011.4,950.19,12.5
99,Estado D,2000,73,3.65,107797.0,1796.62,12.3
100,Estado A,2000,70,3.5,173702.9,2895.05,0.2
100,Estado B,2000,70,3.5,116968.0,1949.47,0.2
100,Estado C,2000,64,3.2,53683.1,894.72,12.5
100,Estado D,2000,64,3.2,99799.5,1663.32,12.3
