repeticao,estado,leads_processados,negocios_fechados,taxa_conversao_pct,tempo_total_min,tempo_total_h,duracao_execucao_s
18,Estado B,2000,45,2.25,113039.0,1883.98,0.2
18,Estado C,2000,64,3.2,55763.3,929.39,12.7
18,Estado D,2000,64,3.2,104727.7,1745.46,12.5
19,Estado A,2000,46,2.3,153749.1,2562.49,0.1
19,Estado B,2000,46,2.3,108395.6,1806.59,0.1
19,Estado C,2000,62,3.1,56625.6,943.76,12.8
19,Estado D,2000,62,3.1,105353.5,1755.89,12.5
20,Estado A,2000,77,3.85,166142.5,2769.04,0.1
20,Estado B,2000,77,3.85,115278.8,1921.31,0.2
20,Estado C,2000,72,3.6,56541.3,942.35,12.8
20,Estado D,2000,72,3.6,107500.7,1791.68,12.5
21,Estado A,2000,50,2.5,158858.0,2647.63,0.1
21,Estado B,2000,50,2.5,109220.8,1820.35,0.1
21,Estado C,2000,62,3.1,52336.6,872.28,12.8
21,Estado D,2000,62,3.1,99972.0,1666.2,12.5
22,Estado A,2000,50,2.5,163727.2,2728.79,0.1
22,Estado B,2000,50,2.5,110805.2,1846.75,0.1
22,Estado C,2000,65,3.25,54096.9,901.61,12.8
22,Estado D,2000,65,3.25,105142.5,1752.37,12.5
23,Estado A,2000,48,2.4,171123.6,2852.06,0.1
23,Estado B,2000,48,2.4,116602.5,1943.38,0.2
23,Estado C,2000,50,2.5,57770.4,962.84,13.1
23,Estado D,2000,50,2.5,109989.0,1833.15,12.3
24,Estado A,2000,69,3.45,172786.2,2879.77,0.2
24,Estado B,2000,69,3.45,116331.9,1938.86,0.2
24,Estado C,2000,60,3.0,54835.4,913.92,12.5
24,Estado D,2000,60,3.0,105763.1,1762.72,12.4
25,Estado A,2000,58,2.9,167873.0,2797.88,0.1
25,Estado B,2000,58,2.9,114116.8,1901.95,0.1
25,Estado C,2000,56,2.8,55522.0,925.37,12.5
25,Estado D,2000,56,2.8,109458.4,1824.31,12.2
26,Estado A,2000,62,3.1,161074.2,2684.57,0.1
26,Estado B,2000,62,3.1,112758.7,1879.31,0.1
26,Estado C,2000,69,3.45,55378.2,922.97,12.5
26,Estado D,2000,69,3.45,103981.4,1733.02,12.2
27,Estado A,2000,57,2.85,162687.2,2711.45,0.1
27,Estado B,2000,57,2.85,114777.5,1912.96,0.1
27,Estado C,2000,62,3.1,56347.4,939.12,13.1
27,Estado D,2000,62,3.1,104897.2,1748.29,13.0
28,Estado A,2000,62,3.1,166675.1,2777.92,0.1
28,Estado B,2000,62,3.1,114008.7,1900.14,0.1
28,Estado C,2000,64,3.2,54613.1,910.22,12.7
28,Estado D,2000,64,3.2,102585.8,1709.76,12.4
29,Estado A,2000,55,2.75,161478.7,2691.31,0.1
29,Estado B,2000,55,2.75,111109.6,1851.83,0.1
29,Estado C,2000,67,3.35,57855.3,964.25,12.8
29,Estado D,2000,67,3.35,108479.2,1807.99,12.5
30,Estado A,2000,62,3.1,156324.4,2605.41,0.1
30,Estado B,2000,62,3.1,108848.0,1814.13,0.2
30,Estado C,2000,63,3.15,57306.2,955.1,12.7
30,Estado D,2000,63,3.15,108984.4,1816.41,12.5
31,Estado A,2000,55,2.75,158420.1,2640.34,0.1
31,Estado B,2000,55,2.75,109611.6,1826.86,0.1
31,Estado C,2000,60,3.0,55107.6,918.46,12.8
31,Estado D,2000,60,3.0,103802.0,1730.03,12.6
32,Estado A,2000,77,3.85,169249.1,2820.82,0.1
32,Estado B,2000,77,3.85,115530.7,1925.51,0.2
32,Estado C,2000,64,3.2,55275.7,921.26,12.7
32,Estado D,2000,64,3.2,107288.1,1788.13,12.5
33,Estado A,2000,50,2.5,158898.0,2648.3,0.1
33,Estado B,2000,50,2.5,110168.2,1836.14,0.1
33,Estado C,2000,60,3.0,56679.1,944.65,12.7
33,Estado D,2000,60,3.0,108644.2,1810.74,12.5
34,Estado A,2000,50,2.5,158071.5,2634.52,0.1
34,Estado B,2000,50,2.5,107680.5,1794.68,0.1
34,Estado C,2000,53,2.65,54415.4,906.92,12.8
34,Estado D,2000,53,2.65,107062.5,1784.37,12.5
35,Estado A,2000,58,2.9,160291.2,2671.52,0.1
35,Estado B,2000,58,2.9,109854.1,1830.9,0.1
35,Estado C,2000,66,3.3,54575.9,909.6,12.7
35,Estado D,2000,66,3.3,104404.0,1740.07,12.6
36,Estado A,2000,58,2.9,157667.7,2627.8,0.1
36,Estado B,2000,58,2.9,109549.6,1825.83,0.1
36,Estado C,2000,70,3.5,57062.5,951.04,12.8
36,Estado D,2000,70,3.5,110752.7,1845.88,12.5
37,Estado A,2000,67,3.35,168647.6,2810.79,0.1
37,Estado B,2000,67,3.35,114826.4,1913.77,0.1
37,Estado C,2000,69,3.45,58471.3,974.52,12.8
37,Estado D,2000,69,3.45,111172.2,1852.87,12.5
38,Estado A,2000,67,3.35,169044.0,2817.4,0.1
38,Estado B,2000,67,3.35,115235.7,1920.6,0.1
38,Estado C,2000,72,3.6,61542.4,1025.71,12.5
38,Estado D,2000,72,3.6,116444.8,1940.75,12.3
39,Estado A,2000,56,2.8,156031.1,2600.52,0.1
39,Estado B,2000,56,2.8,108645.1,1810.75,0.1
39,Estado C,2000,75,3.75,56867.9,947.8,12.5
39,Estado D,2000,75,3.75,109563.7,1826.06,12.2
40,Estado A,2000,47,2.35,166731.2,2778.85,0.1
40,Estado B,2000,47,2.35,112838.3,1880.64,0.1
40,Estado C,2000,57,2.85,56226.9,937.11,12.5
40,Estado D,2000,57,2.85,108762.3,1812.7,12.2
41,Estado A,2000,68,3.4,165739.6,2762.33,0.1
41,Estado B,2000,68,3.4,114043.1,1900.72,0.1
41,Estado C,2000,68,3.4,57199.4,953.32,12.5
41,Estado D,2000,68,3.4,107492.9,1791.55,12.2
42,Estado A,2000,50,2.5,159583.5,2659.72,0.1
42,Estado B,2000,50,2.5,110506.3,1841.77,0.1
42,Estado C,2000,57,2.85,56764.5,946.07,12.5
42,Estado D,2000,57,2.85,106983.0,1783.05,12.2
43,Estado A,2000,56,2.8,161684.4,2694.74,0.1
43,Estado B,2000,56,2.8,111464.0,1857.73,0.1
43,Estado C,2000,57,2.85,56228.0,937.13,12.5
43,Estado D,2000,57,2.85,105881.6,1764.69,13.0
44,Estado A,2000,54,2.7,150942.4,2515.71,0.2
44,Estado B,2000,54,2.7,106721.2,1778.69,0.1
44,Estado C,2000,67,3.35,56178.3,936.3,13.3
44,Estado D,2000,67,3.35,106446.9,1774.11,12.8
45,Estado A,2000,72,3.6,167235.5,2787.26,0.1
45,Estado B,2000,72,3.6,115221.3,1920.35,0.1
45,Estado C,2000,77,3.85,57915.1,965.25,12.8
45,Estado D,2000,77,3.85,111368.2,1856.14,12.6
46,Estado A,2000,66,3.3,157546.8,2625.78,0.1
46,Estado B,2000,66,3.3,109245.9,1820.77,0.1
46,Estado C,2000,72,3.6,53610.5,893.51,12.7
46,Estado D,2000,72,3.6,100892.1,1681.53,12.4
47,Estado A,2000,53,2.65,161114.2,2685.24,0.1
47,Estado B,2000,53,2.65,110332.5,1838.87,0.2
47,Estado C,2000,71,3.55,56921.2,948.69,12.6
47,Estado D,2000,71,3.55,108837.1,1813.95,12.3
48,Estado A,2000,58,2.9,158291.6,2638.19,0.1
48,Estado B,2000,58,2.9,111429.4,1857.16,0.1
48,Estado C,2000,68,3.4,57871.0,964.52,12.6
48,Estado D,2000,68,3.4,105901.7,1765.03,12.6
49,Estado A,2000,57,2.85,158716.0,2645.27,0.1
49,Estado B,2000,57,2.85,110187.2,1836.45,0.1
49,Estado C,2000,66,3.3,55591.0,926.52,12.7
49,Estado D,2000,66,3.3,105662.9,1761.05,12.5
50,Estado A,2000,59,2.95,161793.6,2696.56,0.2
50,Estado B,2000,59,2.95,112243.2,1870.72,0.2
50,Estado C,2000,61,3.05,55205.6,920.09,12.6
50,Estado D,2000,61,3.05,104396.5,1739.94,12.6
51,Estado A,2000,50,2.5,155444.3,2590.74,0.1
51,Estado B,2000,50,2.5,108396.2,1806.6,0.1
51,Estado C,2000,58,2.9,55950.3,932.5,12.7
51,Estado D,2000,58,2.9,106372.0,1772.87,12.4
52,Estado A,2000,55,2.75,160763.2,2679.39,0.1
52,Estado B,2000,55,2.75,111652.8,1860.88,0.1
52,Estado C,2000,70,3.5,56214.8,936.91,12.6
52,Estado D,2000,70,3.5,106120.1,1768.67,12.3
53,Estado A,2000,59,2.95,158288.6,2638.14,0.1
53,Estado B,2000,59,2.95,110830.1,1847.17,0.1
53,Estado C,2000,76,3.8,55536.6,925.61,12.5
53,Estado D,2000,76,3.8,105730.5,1762.17,12.5
54,Estado A,2000,54,2.7,165066.6,2751.11,0.1
54,Estado B,2000,54,2.7,112545.3,1875.75,0.1
54,Estado C,2000,67,3.35,55628.3,927.14,13.0
54,Estado D,2000,67,3.35,104329.9,1738.83,12.6
55,Estado A,2000,51,2.55,160530.8,2675.51,0.2
55,Estado B,2000,51,2.55,111505.6,1858.43,0.1
55,Estado C,2000,55,2.75,57755.2,962.59,13.0
55,Estado D,2000,55,2.75,109114.7,1818.58,13.1
56,Estado A,2000,73,3.65,164935.5,2748.93,0.1
56,Estado B,2000,73,3.65,113018.8,1883.65,0.2
56,Estado C,2000,70,3.5,55881.8,931.36,12.8
56,Estado D,2000,70,3.5,108294.0,1804.9,12.5
57,Estado A,2000,60,3.0,168101.0,2801.68,0.2
57,Estado B,2000,60,3.0,116255.1,1937.58,0.1
57,Estado C,2000,62,3.1,57377.6,956.29,12.6
57,Estado D,2000,62,3.1,106291.2,1771.52,12.4
58,Estado A,2000,50,2.5,167500.5,2791.68,0.1
58,Estado B,2000,50,2.5,114059.5,1900.99,0.1
58,Estado C,2000,65,3.25,57235.6,953.93,12.4
58,Estado D,2000,65,3.25,109186.3,1819.77,12.6
59,Estado A,2000,56,2.8,157539.5,2625.66,0.1
59,Estado B,2000,56,2.8,109802.6,1830.04,0.1
59,Estado C,2000,65,3.25,58200.4,970.01,12.8
59,Estado D,2000,65,3.25,110050.5,1834.17,12.3
60,Estado A,2000,67,3.35,171001.3,2850.02,0.1
60,Estado B,2000,67,3.35,115392.4,1923.21,0.1
60,Estado C,2000,60,3.0,54642.2,910.7,12.6
60,Estado D,2000,60,3.0,105111.1,1751.85,12.3
61,Estado A,2000,61,3.05,156154.3,2602.57,0.1
61,Estado B,2000,61,3.05,109200.2,1820.0,0.1
61,Estado C,2000,66,3.3,56918.2,948.64,12.6
61,Estado D,2000,66,3.3,108698.1,1811.63,12.8
62,Estado A,2000,43,2.15,159656.9,2660.95,0.1
62,Estado B,2000,43,2.15,110668.8,1844.48,0.1
62,Estado C,2000,57,2.85,54425.3,907.09,12.7
62,Estado D,2000,57,2.85,102748.1,1712.47,12.5
63,Estado A,2000,73,3.65,168130.3,2802.17,0.1
63,Estado B,2000,73,3.65,115201.9,1920.03,0.1
63,Estado C,2000,69,3.45,57282.1,954.7,12.7
63,Estado D,2000,69,3.45,110502.3,1841.7,12.5
64,Estado A,2000,48,2.4,159939.4,2665.66,0.1
64,Estado B,2000,48,2.4,111026.5,1850.44,0.1
64,Estado C,2000,55,2.75,57368.1,956.13,13.3
64,Estado D,2000,55,2.75,105644.3,1760.74,12.4
65,Estado A,2000,62,3.1,169292.0,2821.53,0.1
65,Estado B,2000,62,3.1,116005.6,1933.43,0.1
65,Estado C,2000,62,3.1,57687.1,961.45,12.5
65,Estado D,2000,62,3.1,110093.7,1834.89,12.3
66,Estado A,2000,49,2.45,162858.8,2714.31,0.1
66,Estado B,2000,49,2.45,111994.5,1866.57,0.1
66,Estado C,2000,63,3.15,58700.3,978.34,12.6
66,Estado D,2000,63,3.15,111431.4,1857.19,12.4
67,Estado A,2000,47,2.35,155238.1,2587.3,0.1
67,Estado B,2000,47,2.35,107807.2,1796.79,0.1
67,Estado C,2000,58,2.9,55351.1,922.52,12.6
67,Estado D,2000,58,2.9,106585.8,1776.43,12.3
68,Estado A,2000,64,3.2,165450.3,2757.5,0.1
68,Estado B,2000,64,3.2,112641.5,1877.36,0.1
68,Estado C,2000,71,3.55,57093.8,951.56,12.5
68,Estado D,2000,71,3.55,109103.7,1818.39,12.3
69,Estado A,2000,57,2.85,154823.4,2580.39,0.1
69,Estado B,2000,57,2.85,108778.6,1812.98,0.1
69,Estado C,2000,64,3.2,52680.8,878.01,12.6
69,Estado D,2000,64,3.2,99289.6,1654.83,12.3
70,Estado A,2000,58,2.9,158647.9,2644.13,0.1
70,Estado B,2000,58,2.9,109611.0,1826.85,0.1
70,Estado C,2000,64,3.2,53516.7,891.94,12.5
70,Estado D,2000,64,3.2,102570.0,1709.5,12.3
71,Estado A,2000,53,2.65,158977.5,2649.62,0.1
71,Estado B,2000,53,2.65,111510.1,1858.5,0.1
71,Estado C,2000,67,3.35,58611.3,976.85,12.7
71,Estado D,2000,67,3.35,108762.5,1812.71,12.6
72,Estado A,2000,47,2.35,154187.8,2569.8,0.1
72,Estado B,2000,47,2.35,108692.2,1811.54,0.1
72,Estado C,2000,52,2.6,54909.3,915.15,12.6
72,Estado D,2000,52,2.6,103800.6,1730.01,12.3
73,Estado A,2000,67,3.35,165633.6,2760.56,0.1
73,Estado B,2000,67,3.35,113848.0,1897.47,0.1
73,Estado C,2000,59,2.95,56150.1,935.83,12.5
73,Estado D,2000,59,2.95,106337.5,1772.29,12.3
74,Estado A,2000,61,3.05,160877.9,2681.3,0.1
74,Estado B,2000,61,3.05,112505.2,1875.09,0.1
74,Estado C,2000,72,3.6,58041.9,967.36,12.6
74,Estado D,2000,72,3.6,110168.9,1836.15,12.4
75,Estado A,2000,54,2.7,165892.7,2764.88,0.1
75,Estado B,2000,54,2.7,113393.2,1889.89,0.1
75,Estado C,2000,73,3.65,55799.2,929.99,12.5
75,Estado D,2000,73,3.65,108147.0,1802.45,12.3
76,Estado A,2000,48,2.4,160878.5,2681.31,0.1
76,Estado B,2000,48,2.4,110549.0,1842.48,0.1
76,Estado C,2000,62,3.1,56250.7,937.51,12.6
76,Estado D,2000,62,3.1,107981.3,1799.69,12.4
77,Estado A,2000,61,3.05,172345.9,2872.43,0.2
77,Estado B,2000,61,3.05,117118.1,1951.97,0.2
77,Estado C,2000,64,3.2,57469.0,957.82,12.5
77,Estado D,2000,64,3.2,106092.7,1768.21,12.4
78,Estado A,2000,63,3.15,168632.7,2810.55,0.1
78,Estado B,2000,63,3.15,115977.2,1932.95,0.1
78,Estado C,2000,65,3.25,56898.2,948.3,12.5
78,Estado D,2000,65,3.25,107895.7,1798.26,12.4
79,Estado A,2000,69,3.45,163799.7,2729.99,0.1
79,Estado B,2000,69,3.45,112583.3,1876.39,0.1
79,Estado C,2000,69,3.45,56560.9,942.68,12.6
79,Estado D,2000,69,3.45,108451.2,1807.52,12.4
80,Estado A,2000,52,2.6,152941.6,2549.03,0.1
80,Estado B,2000,52,2.6,106679.3,1777.99,0.1
80,Estado C,2000,62,3.1,53768.6,896.14,12.5
80,Estado D,2000,62,3.1,102837.4,1713.96,12.3
81,Estado A,2000,54,2.7,164284.5,2738.08,0.1
81,Estado B,2000,54,2.7,112886.4,1881.44,0.1
81,Estado C,2000,58,2.9,54129.7,902.16,12.7
81,Estado D,2000,58,2.9,102111.8,1701.86,12.2
82,Estado A,2000,57,2.85,158801.8,2646.7,0.1
82,Estado B,2000,57,2.85,110277.2,1837.95,0.1
82,Estado C,2000,66,3.3,57083.7,951.39,12.7
82,Estado D,2000,66,3.3,108602.0,1810.03,12.3
83,Estado A,2000,64,3.2,159067.2,2651.12,0.1
83,Estado B,2000,64,3.2,111565.6,1859.43,0.1
83,Estado C,2000,61,3.05,51485.4,858.09,12.6
83,Estado D,2000,61,3.05,96607.9,1610.13,12.5
84,Estado A,2000,54,2.7,157420.3,2623.67,0.2
84,Estado B,2000,54,2.7,109206.9,1820.11,0.1
84,Estado C,2000,61,3.05,53986.4,899.77,12.7
84,Estado D,2000,61,3.05,101557.2,1692.62,12.4
85,Estado A,2000,56,2.8,163275.4,2721.26,0.1
85,Estado B,2000,56,2.8,111886.9,1864.78,0.2
85,Estado C,2000,64,3.2,58763.0,979.38,12.6
85,Estado D,2000,64,3.2,109932.8,1832.21,12.3
86,Estado A,2000,65,3.25,154754.3,2579.24,0.1
86,Estado B,2000,65,3.25,109567.6,1826.13,0.1
86,Estado C,2000,65,3.25,56361.3,939.35,12.5
86,Estado D,2000,65,3.25,103690.3,1728.17,12.3
87,Estado A,2000,67,3.35,167394.8,2789.91,0.1
87,Estado B,2000,67,3.35,115115.0,1918.58,0.1
87,Estado C,2000,65,3.25,56411.7,940.19,12.5
87,Estado D,2000,65,3.25,105976.6,1766.28,12.3
88,Estado A,2000,59,2.95,159170.0,2652.83,0.1
88,Estado B,2000,59,2.95,109366.5,1822.78,0.1
88,Estado C,2000,56,2.8,52375.4,872.92,12.7
88,Estado D,2000,56,2.8,99371.2,1656.19,12.5
89,Estado A,2000,52,2.6,159080.5,2651.34,0.1
89,Estado B,2000,52,2.6,111925.4,1865.42,0.1
89,Estado C,2000,53,2.65,56021.3,933.69,12.6
89,Estado D,2000,53,2.65,104706.3,1745.1,12.2
90,Estado A,2000,47,2.35,159850.9,2664.18,0.1
90,Estado B,2000,47,2.35,112815.7,1880.26,0.2
90,Estado C,2000,49,2.45,55435.5,923.92,12.4
90,Estado D,2000,49,2.45,102266.4,1704.44,12.3
91,Estado A,2000,63,3.15,168400.2,2806.67,0.1
91,Estado B,2000,63,3.15,114930.3,1915.51,0.2
91,Estado C,2000,57,2.85,55764.9,929.41,12.5
91,Estado D,2000,57,2.85,105215.4,1753.59,12.3
92,Estado A,2000,52,2.6,158623.0,2643.72,0.1
92,Estado B,2000,52,2.6,108751.0,1812.52,0.1
92,Estado C,2000,61,3.05,54695.2,911.59,12.6
92,Estado D,2000,61,3.05,102962.6,1716.04,12.4
93,Estado A,2000,49,2.45,153577.1,2559.62,0.1
93,Estado B,2000,49,2.45,108915.5,1815.26,0.1
93,Estado C,2000,52,2.6,57660.1,961.0,12.6
93,Estado D,2000,52,2.6,107250.6,1787.51,12.4
94,Estado A,2000,53,2.65,156225.0,2603.75,0.1
94,Estado B,2000,53,2.65,110275.1,1837.92,0.1
94,Estado C,2000,72,3.6,57460.4,957.67,12.5
94,Estado D,2000,72,3.6,109055.6,1817.59,12.5
95,Estado A,2000,71,3.55,159372.2,2656.2,0.1
95,Estado B,2000,71,3.55,111035.8,1850.6,0.1
95,Estado C,2000,66,3.3,56658.1,944.3,12.6
95,Estado D,2000,66,3.3,107328.0,1788.8,12.3
96,Estado A,2000,56,2.8,159631.1,2660.52,0.1
96,Estado B,2000,56,2.8,110940.6,1849.01,0.1
96,Estado C,2000,55,2.75,53770.3,896.17,12.7
96,Estado D,2000,55,2.75,101805.1,1696.75,12.6
97,Estado A,2000,46,2.3,163722.2,2728.7,0.2
97,Estado B,2000,46,2.3,111981.3,1866.35,0.2
97,Estado C,2000,53,2.65,53927.1,898.78,12.7
97,Estado D,2000,53,2.65,104944.2,1749.07,12.4
98,Estado A,2000,65,3.25,163939.9,2732.33,0.1
98,Estado B,2000,65,3.25,112927.5,1882.13,0.2
98,Estado C,2000,65,3.25,57530.2,958.84,12.7
98,Estado D,2000,65,3.25,109051.8,1817.53,12.3
99,Estado A,2000,67,3.35,167098.3,2784.97,0.1
99,Estado B,2000,67,3.35,113837.0,1897.28,0.1
99,Estado C,2000,74,3.7,57043.4,950.72,12.6
99,Estado D,2000,74,3.7,107614.1,1793.57,12.3
100,Estado A,2000,70,3.5,172811.2,2880.19,0.1
100,Estado B,2000,70,3.5,117070.4,1951.17,0.1
100,Estado C,2000,57,2.85,52516.8,875.28,12.6
100,Estado D,2000,57,2.85,97463.2,1624.39,12.2
