repeticao,estado,leads_processados,negocios_fechados,taxa_conversao_pct,tempo_total_min,tempo_total_h,duracao_execucao_s
22,Estado C,2000,78,3.9,67837.8,1130.63,12.6
22,Estado D,2000,78,3.9,130359.6,2172.66,12.3
23,Estado A,2000,57,2.85,196575.0,3276.25,0.1
23,Estado B,2000,57,2.85,130244.8,2170.75,0.1
23,Estado C,2000,62,3.1,72429.8,1207.16,12.6
23,Estado D,2000,62,3.1,138548.0,2309.13,12.3
24,Estado A,2000,83,4.15,196700.6,3278.34,0.1
24,Estado B,2000,83,4.15,129482.2,2158.04,0.1
24,Estado C,2000,73,3.65,68151.9,1135.86,12.6
24,Estado D,2000,73,3.65,131514.0,2191.9,12.4
25,Estado A,2000,74,3.7,197239.1,3287.32,0.1
25,Estado B,2000,74,3.7,128679.5,2144.66,0.1
25,Estado C,2000,74,3.7,70391.4,1173.19,12.6
25,Estado D,2000,74,3.7,137213.5,2286.89,12.3
26,Estado A,2000,70,3.5,191289.1,3188.15,0.1
26,Estado B,2000,70,3.5,128349.3,2139.16,0.1
26,Estado C,2000,85,4.25,70085.4,1168.09,12.5
26,Estado D,2000,85,4.25,131497.5,2191.62,12.4
27,Estado A,2000,65,3.25,187400.8,3123.35,0.1
27,Estado B,2000,65,3.25,128253.9,2137.57,0.1
27,Estado C,2000,72,3.6,69795.8,1163.26,13.1
27,Estado D,2000,72,3.6,129011.2,2150.19,12.3
28,Estado A,2000,69,3.45,189602.0,3160.03,0.1
28,Estado B,2000,69,3.45,125189.4,2086.49,0.1
28,Estado C,2000,78,3.9,67912.4,1131.87,12.7
28,Estado D,2000,78,3.9,130269.5,2171.16,12.4
29,Estado A,2000,69,3.45,191415.6,3190.26,0.1
29,Estado B,2000,69,3.45,126895.2,2114.92,0.1
29,Estado C,2000,75,3.75,71819.1,1196.98,12.9
29,Estado D,2000,75,3.75,135301.6,2255.03,12.4
30,Estado A,2000,75,3.75,186098.7,3101.65,0.1
30,Estado B,2000,75,3.75,123947.7,2065.8,0.1
30,Estado C,2000,77,3.85,69724.3,1162.07,12.7
30,Estado D,2000,77,3.85,133648.7,2227.48,12.7
31,Estado A,2000,65,3.25,184784.3,3079.74,0.1
31,Estado B,2000,65,3.25,123756.9,2062.62,0.1
31,Estado C,2000,75,3.75,70398.4,1173.31,12.8
31,Estado D,2000,75,3.75,131265.8,2187.76,13.1
32,Estado A,2000,84,4.2,193460.8,3224.35,0.1
32,Estado B,2000,84,4.2,127804.5,2130.07,0.1
32,Estado C,2000,77,3.85,69617.1,1160.28,12.9
32,Estado D,2000,77,3.85,132690.5,2211.51,12.4
33,Estado A,2000,62,3.1,193952.9,3232.55,0.2
33,Estado B,2000,62,3.1,127673.6,2127.89,0.1
33,Estado C,2000,72,3.6,71838.0,1197.3,13.0
33,Estado D,2000,72,3.6,137668.3,2294.47,13.0
34,Estado A,2000,62,3.1,188103.1,3135.05,0.1
34,Estado B,2000,62,3.1,122445.2,2040.75,0.1
34,Estado C,2000,69,3.45,68180.7,1136.34,13.3
34,Estado D,2000,69,3.45,132629.2,2210.49,13.1
35,Estado A,2000,68,3.4,188168.2,3136.14,0.1
35,Estado B,2000,68,3.4,124772.2,2079.54,0.1
35,Estado C,2000,82,4.1,68431.3,1140.52,12.7
35,Estado D,2000,82,4.1,132595.0,2209.92,13.4
36,Estado A,2000,61,3.05,182379.7,3039.66,0.1
36,Estado B,2000,61,3.05,121715.8,2028.6,0.2
36,Estado C,2000,84,4.2,69716.6,1161.94,14.9
36,Estado D,2000,84,4.2,136467.2,2274.45,13.9
37,Estado A,2000,68,3.4,192905.9,3215.1,0.1
37,Estado B,2000,68,3.4,127373.7,2122.89,0.1
37,Estado C,2000,87,4.35,72148.7,1202.48,13.2
37,Estado D,2000,87,4.35,137241.4,2287.36,12.6
38,Estado A,2000,79,3.95,198067.2,3301.12,0.1
38,Estado B,2000,79,3.95,129673.0,2161.22,0.1
38,Estado C,2000,75,3.75,74727.3,1245.45,12.9
38,Estado D,2000,75,3.75,142294.5,2371.57,12.4
39,Estado A,2000,65,3.25,180973.5,3016.23,0.1
39,Estado B,2000,65,3.25,121391.2,2023.19,0.1
39,Estado C,2000,84,4.2,69275.9,1154.6,12.7
39,Estado D,2000,84,4.2,132073.8,2201.23,12.5
40,Estado A,2000,58,2.9,192881.4,3214.69,0.1
40,Estado B,2000,58,2.9,126184.0,2103.07,0.1
40,Estado C,2000,69,3.45,70583.9,1176.4,12.8
40,Estado D,2000,69,3.45,135816.6,2263.61,12.4
41,Estado A,2000,81,4.05,191990.3,3199.84,0.1
41,Estado B,2000,81,4.05,127584.9,2126.42,0.1
41,Estado C,2000,84,4.2,70716.5,1178.61,13.5
41,Estado D,2000,84,4.2,133759.5,2229.32,12.3
42,Estado A,2000,56,2.8,185928.4,3098.81,0.1
42,Estado B,2000,56,2.8,123631.5,2060.53,0.1
42,Estado C,2000,67,3.35,70536.0,1175.6,12.6
42,Estado D,2000,67,3.35,131938.4,2198.97,13.4
43,Estado A,2000,60,3.0,191265.7,3187.76,0.1
43,Estado B,2000,60,3.0,126867.2,2114.45,0.1
43,Estado C,2000,69,3.45,68741.0,1145.68,12.8
43,Estado D,2000,69,3.45,129971.6,2166.19,12.4
44,Estado A,2000,63,3.15,178676.3,2977.94,0.1
44,Estado B,2000,63,3.15,121356.6,2022.61,0.1
44,Estado C,2000,80,4.0,68334.4,1138.91,13.2
44,Estado D,2000,80,4.0,129728.8,2162.15,12.7
45,Estado A,2000,79,3.95,192872.9,3214.55,0.1
45,Estado B,2000,79,3.95,128139.1,2135.65,0.2
45,Estado C,2000,89,4.45,71445.6,1190.76,13.0
45,Estado D,2000,89,4.45,139000.8,2316.68,12.9
46,Estado A,2000,73,3.65,186015.7,3100.26,0.1
46,Estado B,2000,73,3.65,123043.6,2050.73,0.1
46,Estado C,2000,91,4.55,68722.3,1145.37,13.1
46,Estado D,2000,91,4.55,130929.7,2182.16,12.8
47,Estado A,2000,63,3.15,185906.7,3098.45,0.1
47,Estado B,2000,63,3.15,123712.4,2061.87,0.1
47,Estado C,2000,79,3.95,69399.8,1156.66,13.1
47,Estado D,2000,79,3.95,132369.9,2206.16,12.4
48,Estado A,2000,66,3.3,181249.5,3020.83,0.1
48,Estado B,2000,66,3.3,123112.9,2051.88,0.1
48,Estado C,2000,77,3.85,71778.7,1196.31,12.6
48,Estado D,2000,77,3.85,131178.8,2186.31,12.3
49,Estado A,2000,71,3.55,183869.5,3064.49,0.1
49,Estado B,2000,71,3.55,122821.5,2047.03,0.1
49,Estado C,2000,78,3.9,69555.3,1159.25,12.6
49,Estado D,2000,78,3.9,130815.5,2180.26,12.4
50,Estado A,2000,67,3.35,190005.4,3166.76,0.1
50,Estado B,2000,67,3.35,126300.8,2105.01,0.1
50,Estado C,2000,76,3.8,68622.2,1143.7,12.7
50,Estado D,2000,76,3.8,129779.8,2163.0,12.4
51,Estado A,2000,63,3.15,179550.9,2992.51,0.1
51,Estado B,2000,63,3.15,121084.9,2018.08,0.1
51,Estado C,2000,69,3.45,68864.7,1147.74,12.6
51,Estado D,2000,69,3.45,133880.1,2231.33,12.4
52,Estado A,2000,65,3.25,185957.1,3099.28,0.1
52,Estado B,2000,65,3.25,124750.0,2079.17,0.1
52,Estado C,2000,87,4.35,71317.1,1188.62,12.7
52,Estado D,2000,87,4.35,134291.8,2238.2,12.3
53,Estado A,2000,66,3.3,183943.5,3065.72,0.1
53,Estado B,2000,66,3.3,125218.3,2086.97,0.1
53,Estado C,2000,86,4.3,68105.9,1135.1,12.6
53,Estado D,2000,86,4.3,129790.1,2163.17,13.2
54,Estado A,2000,57,2.85,185955.2,3099.25,0.1
54,Estado B,2000,57,2.85,123993.9,2066.56,0.1
54,Estado C,2000,77,3.85,69489.9,1158.16,12.9
54,Estado D,2000,77,3.85,129817.2,2163.62,12.4
55,Estado A,2000,60,3.0,177812.5,2963.54,0.1
55,Estado B,2000,60,3.0,120455.5,2007.59,0.1
55,Estado C,2000,64,3.2,70563.2,1176.05,12.6
55,Estado D,2000,64,3.2,132681.6,2211.36,12.3
56,Estado A,2000,80,4.0,191538.4,3192.31,0.1
56,Estado B,2000,80,4.0,126521.9,2108.7,0.1
56,Estado C,2000,81,4.05,69101.0,1151.68,12.5
56,Estado D,2000,81,4.05,133443.6,2224.06,12.3
57,Estado A,2000,66,3.3,195425.5,3257.09,0.1
57,Estado B,2000,66,3.3,130096.5,2168.27,0.1
57,Estado C,2000,78,3.9,71737.5,1195.62,12.6
57,Estado D,2000,78,3.9,132436.5,2207.27,12.3
58,Estado A,2000,64,3.2,200443.3,3340.72,0.1
58,Estado B,2000,64,3.2,131360.5,2189.34,0.1
58,Estado C,2000,85,4.25,71615.9,1193.6,12.5
58,Estado D,2000,85,4.25,136562.2,2276.04,13.3
59,Estado A,2000,70,3.5,179040.7,2984.01,0.1
59,Estado B,2000,70,3.5,121082.7,2018.05,0.1
59,Estado C,2000,81,4.05,70760.8,1179.35,12.6
59,Estado D,2000,81,4.05,134404.0,2240.07,12.9
60,Estado A,2000,73,3.65,197412.3,3290.21,0.1
60,Estado B,2000,73,3.65,128938.1,2148.97,0.1
60,Estado C,2000,76,3.8,68644.5,1144.07,12.6
60,Estado D,2000,76,3.8,133631.0,2227.18,12.3
61,Estado A,2000,70,3.5,185061.0,3084.35,0.1
61,Estado B,2000,70,3.5,124198.9,2069.98,0.1
61,Estado C,2000,75,3.75,69417.6,1156.96,12.7
61,Estado D,2000,75,3.75,132151.6,2202.53,12.3
62,Estado A,2000,62,3.1,187444.3,3124.07,0.1
62,Estado B,2000,62,3.1,124910.8,2081.85,0.1
62,Estado C,2000,70,3.5,68826.5,1147.11,12.6
62,Estado D,2000,70,3.5,131615.7,2193.59,12.4
63,Estado A,2000,81,4.05,192973.8,3216.23,0.1
63,Estado B,2000,81,4.05,128295.9,2138.26,0.1
63,Estado C,2000,80,4.0,69364.7,1156.08,12.6
63,Estado D,2000,80,4.0,131973.2,2199.55,12.5
64,Estado A,2000,59,2.95,192047.9,3200.8,0.1
64,Estado B,2000,59,2.95,127107.0,2118.45,0.1
64,Estado C,2000,69,3.45,69469.3,1157.82,12.8
64,Estado D,2000,69,3.45,129262.1,2154.37,12.3
65,Estado A,2000,71,3.55,194412.1,3240.2,0.1
65,Estado B,2000,71,3.55,129551.8,2159.2,0.1
65,Estado C,2000,71,3.55,71151.6,1185.86,13.2
65,Estado D,2000,71,3.55,135095.0,2251.58,13.5
66,Estado A,2000,60,3.0,193183.6,3219.73,0.1
66,Estado B,2000,60,3.0,127650.1,2127.5,0.1
66,Estado C,2000,78,3.9,73593.4,1226.56,13.1
66,Estado D,2000,78,3.9,139859.2,2330.99,13.1
67,Estado A,2000,53,2.65,178542.8,2975.71,0.1
67,Estado B,2000,53,2.65,119487.6,1991.46,0.1
67,Estado C,2000,69,3.45,68133.2,1135.55,12.8
67,Estado D,2000,69,3.45,131350.8,2189.18,12.4
68,Estado A,2000,71,3.55,190652.1,3177.53,0.1
68,Estado B,2000,71,3.55,125865.0,2097.75,0.1
68,Estado C,2000,76,3.8,69512.8,1158.55,12.7
68,Estado D,2000,76,3.8,132965.0,2216.08,12.4
69,Estado A,2000,61,3.05,179946.4,2999.11,0.1
69,Estado B,2000,61,3.05,121124.4,2018.74,0.1
69,Estado C,2000,82,4.1,67196.7,1119.94,12.7
69,Estado D,2000,82,4.1,126383.0,2106.38,12.3
70,Estado A,2000,68,3.4,183615.6,3060.26,0.1
70,Estado B,2000,68,3.4,122627.0,2043.78,0.1
70,Estado C,2000,78,3.9,68044.5,1134.07,12.6
70,Estado D,2000,78,3.9,130905.3,2181.75,12.3
71,Estado A,2000,59,2.95,180984.4,3016.41,0.1
71,Estado B,2000,59,2.95,123332.8,2055.55,0.1
71,Estado C,2000,75,3.75,72350.7,1205.84,12.7
71,Estado D,2000,75,3.75,134048.1,2234.13,12.3
72,Estado A,2000,54,2.7,178741.9,2979.03,0.1
72,Estado B,2000,54,2.7,121302.6,2021.71,0.1
72,Estado C,2000,63,3.15,67971.5,1132.86,12.6
72,Estado D,2000,63,3.15,127813.7,2130.23,12.3
73,Estado A,2000,72,3.6,193576.1,3226.27,0.1
73,Estado B,2000,72,3.6,127710.3,2128.51,0.1
73,Estado C,2000,76,3.8,68657.0,1144.28,12.8
73,Estado D,2000,76,3.8,129918.4,2165.31,12.8
74,Estado A,2000,75,3.75,188059.3,3134.32,0.1
74,Estado B,2000,75,3.75,126814.0,2113.57,0.1
74,Estado C,2000,84,4.2,72404.0,1206.73,13.7
74,Estado D,2000,84,4.2,136668.5,2277.81,13.0
75,Estado A,2000,63,3.15,192842.7,3214.04,0.1
75,Estado B,2000,63,3.15,127875.2,2131.25,0.1
75,Estado C,2000,81,4.05,71386.9,1189.78,12.7
75,Estado D,2000,81,4.05,137528.0,2292.13,12.4
76,Estado A,2000,56,2.8,183828.8,3063.81,0.2
76,Estado B,2000,56,2.8,121946.2,2032.44,0.2
76,Estado C,2000,73,3.65,70670.6,1177.84,12.8
76,Estado D,2000,73,3.65,135588.7,2259.81,12.4
77,Estado A,2000,74,3.7,196407.1,3273.45,0.1
77,Estado B,2000,74,3.7,129943.1,2165.72,0.1
77,Estado C,2000,73,3.65,70602.1,1176.7,12.6
77,Estado D,2000,73,3.65,129857.2,2164.29,13.0
78,Estado A,2000,72,3.6,192834.6,3213.91,0.1
78,Estado B,2000,72,3.6,128348.2,2139.14,0.1
78,Estado C,2000,83,4.15,70458.1,1174.3,13.0
78,Estado D,2000,83,4.15,132989.7,2216.49,12.4
79,Estado A,2000,75,3.75,186503.2,3108.39,0.2
79,Estado B,2000,75,3.75,124928.3,2082.14,0.2
79,Estado C,2000,78,3.9,69935.5,1165.59,13.5
79,Estado D,2000,78,3.9,133061.6,2217.69,12.5
80,Estado A,2000,62,3.1,177450.6,2957.51,0.1
80,Estado B,2000,62,3.1,119431.9,1990.53,0.1
80,Estado C,2000,70,3.5,67218.5,1120.31,12.8
80,Estado D,2000,70,3.5,127263.3,2121.05,12.6
81,Estado A,2000,62,3.1,191532.5,3192.21,0.1
81,Estado B,2000,62,3.1,126419.5,2106.99,0.1
81,Estado C,2000,71,3.55,67477.6,1124.63,12.8
81,Estado D,2000,71,3.55,129052.4,2150.87,12.6
82,Estado A,2000,64,3.2,183460.4,3057.67,0.1
82,Estado B,2000,64,3.2,123816.9,2063.62,0.1
82,Estado C,2000,75,3.75,71675.2,1194.59,12.7
82,Estado D,2000,75,3.75,137220.7,2287.01,12.4
83,Estado A,2000,77,3.85,186817.1,3113.62,0.1
83,Estado B,2000,77,3.85,126001.0,2100.02,0.1
83,Estado C,2000,75,3.75,67279.6,1121.33,12.7
83,Estado D,2000,75,3.75,127682.9,2128.05,12.5
84,Estado A,2000,63,3.15,186122.9,3102.05,0.1
84,Estado B,2000,63,3.15,124809.9,2080.16,0.2
84,Estado C,2000,70,3.5,68496.7,1141.61,12.8
84,Estado D,2000,70,3.5,129337.3,2155.62,12.5
85,Estado A,2000,60,3.0,187348.7,3122.48,0.1
85,Estado B,2000,60,3.0,124828.8,2080.48,0.1
85,Estado C,2000,77,3.85,73034.3,1217.24,13.5
85,Estado D,2000,77,3.85,137788.3,2296.47,12.5
86,Estado A,2000,77,3.85,181041.6,3017.36,0.1
86,Estado B,2000,77,3.85,122705.2,2045.09,0.1
86,Estado C,2000,76,3.8,67734.1,1128.9,12.8
86,Estado D,2000,76,3.8,126469.4,2107.82,12.4
87,Estado A,2000,79,3.95,195420.9,3257.01,0.1
87,Estado B,2000,79,3.95,130315.7,2171.93,0.1
87,Estado C,2000,75,3.75,70775.0,1179.58,12.6
87,Estado D,2000,75,3.75,131917.5,2198.62,13.0
88,Estado A,2000,75,3.75,190963.4,3182.72,0.1
88,Estado B,2000,75,3.75,126058.0,2100.97,0.1
88,Estado C,2000,80,4.0,67660.8,1127.68,12.8
88,Estado D,2000,80,4.0,130255.5,2170.92,13.2
89,Estado A,2000,67,3.35,183405.4,3056.76,0.1
89,Estado B,2000,67,3.35,124544.4,2075.74,0.1
89,Estado C,2000,69,3.45,71264.3,1187.74,13.2
89,Estado D,2000,69,3.45,134418.3,2240.3,12.6
90,Estado A,2000,53,2.65,191076.8,3184.61,0.1
90,Estado B,2000,53,2.65,128307.0,2138.45,0.1
90,Estado C,2000,58,2.9,70288.8,1171.48,12.9
90,Estado D,2000,58,2.9,129178.2,2152.97,12.7
91,Estado A,2000,71,3.55,193158.5,3219.31,0.1
91,Estado B,2000,71,3.55,127897.8,2131.63,0.1
91,Estado C,2000,72,3.6,70214.7,1170.24,13.1
91,Estado D,2000,72,3.6,131441.9,2190.7,12.8
92,Estado A,2000,59,2.95,185106.4,3085.11,0.1
92,Estado B,2000,59,2.95,122151.2,2035.85,0.1
92,Estado C,2000,72,3.6,69165.6,1152.76,12.9
92,Estado D,2000,72,3.6,129054.1,2150.9,12.3
93,Estado A,2000,56,2.8,177475.2,2957.92,0.1
93,Estado B,2000,56,2.8,121130.1,2018.83,0.1
93,Estado C,2000,66,3.3,72096.4,1201.61,12.7
93,Estado D,2000,66,3.3,134666.7,2244.44,12.3
94,Estado A,2000,63,3.15,180833.5,3013.89,0.1
94,Estado B,2000,63,3.15,123733.7,2062.23,0.1
94,Estado C,2000,85,4.25,69434.7,1157.24,12.7
94,Estado D,2000,85,4.25,131625.4,2193.76,12.4
95,Estado A,2000,74,3.7,187107.9,3118.46,0.1
95,Estado B,2000,74,3.7,125104.9,2085.08,0.1
95,Estado C,2000,82,4.1,70218.2,1170.3,12.6
95,Estado D,2000,82,4.1,132241.9,2204.03,13.7
96,Estado A,2000,63,3.15,188572.5,3142.88,0.1
96,Estado B,2000,63,3.15,125830.7,2097.18,0.1
96,Estado C,2000,72,3.6,66417.5,1106.96,13.5
96,Estado D,2000,72,3.6,125114.8,2085.25,12.5
97,Estado A,2000,62,3.1,197605.3,3293.42,0.1
97,Estado B,2000,62,3.1,129048.2,2150.8,0.1
97,Estado C,2000,69,3.45,68411.4,1140.19,12.9
97,Estado D,2000,69,3.45,132634.1,2210.57,13.0
98,Estado A,2000,76,3.8,185627.3,3093.79,0.1
98,Estado B,2000,76,3.8,124441.4,2074.02,0.1
98,Estado C,2000,75,3.75,72361.8,1206.03,12.7
98,Estado D,2000,75,3.75,137169.7,2286.16,12.5
99,Estado A,2000,73,3.65,184512.1,3075.2,0.1
99,Estado B,2000,73,3.65,123619.4,2060.32,0.1
99,Estado C,2000,81,4.05,71727.0,1195.45,12.7
99,Estado D,2000,81,4.05,135141.9,2252.36,12.5
100,Estado A,2000,82,4.1,198823.8,3313.73,0.1
100,Estado B,2000,82,4.1,130847.3,2180.79,0.1
100,Estado C,2000,78,3.9,67026.7,1117.11,12.6
100,Estado D,2000,78,3.9,124891.8,2081.53,12.4
